ID_Pedido,Fecha_Pedido,Estación,ID_Cliente,Segmento_Cliente,Región,País,Categoría_Producto,Unidades_Vendidas,Precio_Unitario,Ingresos,Costo
645,2024-01-02,Verano,C6846,Estándar,Sur,Perú,Hogar,21,108,2268,1459.22
646,2024-10-03,Primavera,C3915,Estándar,Sur,Perú,Deportes,9,82,738,443.1
647,2024-01-17,Verano,C3723,Estándar,Sur,Perú,Ropa,23,103,2369,1714.4
648,2025-02-13,Verano,C1307,Estándar,Norte,Perú,Electrónica,22,95,2090,1320.56
649,2025-04-30,Otoño,C5971,Premium,Sur,Colombia,Deportes,17,164,2788,1772.93
650,2024-07-08,Invierno,C6270,Estándar,Centro,Perú,Hogar,5,65,325,226.95
651,2025-04-10,Otoño,C8358,Económico,Norte,Chile,Electrónica,6,25,150,108.69
652,2024-05-08,Otoño,C9144,Económico,Norte,Perú,Ropa,11,69,759,565.54
653,2025-06-02,Invierno,C4774,Premium,Centro,Chile,Deportes,1,110,110,67.32
654,2024-01-14,Verano,C2938,Estándar,Centro,Chile,Ropa,18,111,1998,1402.31
655,2024-05-12,Otoño,C7686,Económico,Norte,Perú,Deportes,6,62,372,241.05
656,2024-07-18,Invierno,C2930,Premium,Centro,Perú,Electrónica,2,158,316,218.86
657,2025-05-04,Otoño,C2431,Estándar,Centro,Chile,Deportes,14,62,868,552
658,2024-03-11,Otoño,C3298,Premium,Norte,Perú,Hogar,6,112,672,447.23
659,2025-10-12,Primavera,C8094,Premium,Sur,Perú,Deportes,10,136,1360,945.17
660,2025-03-11,Otoño,C4213,Estándar,Centro,Chile,Hogar,6,66,396,282.75
661,2025-05-20,Otoño,C8832,Estándar,Norte,Chile,Hogar,17,53,901,569.91
662,2025-08-15,Invierno,C1520,Premium,Sur,Perú,Hogar,5,183,915,610.46
663,2024-02-11,Verano,C2337,Premium,Sur,Perú,Electrónica,18,147,2646,1934.92
664,2025-12-27,Verano,C1876,Económico,Centro,Perú,Ropa,22,44,968,674.75
665,2024-12-30,Verano,C6254,Estándar,Sur,Perú,Hogar,21,113,2373,1723.46
666,2025-08-11,Invierno,C2051,Premium,Norte,Perú,Ropa,3,120,360,237.56
667,2024-05-12,Otoño,C9604,Estándar,Norte,Perú,Electrónica,17,85,1445,854.51
668,2025-09-16,Primavera,C7484,Económico,Centro,Perú,Ropa,10,34,340,200.73
669,2024-07-22,Invierno,C8235,Premium,Centro,Perú,Deportes,8,106,848,628.62
670,2025-04-07,Otoño,C8683,Económico,Sur,Colombia,Ropa,10,47,470,297.63
671,2025-06-03,Invierno,C1308,Premium,Sur,Chile,Deportes,5,144,720,399.08
672,2025-01-22,Verano,C4853,Estándar,Norte,Perú,Hogar,17,97,1649,1092.58
673,2024-11-01,Primavera,C3817,Estándar,Centro,Perú,Deportes,12,84,1008,576.51
674,2025-03-05,Otoño,C9442,Estándar,Sur,Colombia,Hogar,9,109,981,584.01
675,2025-12-16,Verano,C4467,Premium,Centro,Perú,Hogar,21,121,2541,1633.42
676,2025-07-12,Invierno,C4726,Premium,Sur,Perú,Ropa,3,181,543,365.91
677,2025-01-25,Verano,C2530,Estándar,Norte,Perú,Hogar,14,59,826,522.95
678,2024-04-14,Otoño,C4467,Estándar,Centro,Chile,Electrónica,6,74,444,273.05
679,2025-04-30,Otoño,C5001,Económico,Norte,Colombia,Electrónica,10,60,600,360.7
680,2024-05-21,Otoño,C1610,Económico,Norte,Perú,Electrónica,6,61,366,207.51
681,2025-03-20,Otoño,C6770,Estándar,Sur,Chile,Hogar,8,52,416,311.4
682,2025-08-18,Invierno,C4219,Premium,Centro,Perú,Electrónica,6,117,702,402.82
683,2025-01-13,Verano,C6263,Estándar,Sur,Perú,Ropa,16,108,1728,1177.83
684,2025-10-09,Primavera,C8689,Premium,Norte,Chile,Hogar,11,154,1694,973.26
685,2024-09-10,Primavera,C5479,Estándar,Centro,Perú,Ropa,15,57,855,548.05
686,2025-08-04,Invierno,C1636,Premium,Centro,Chile,Hogar,3,131,393,243.79
687,2025-03-28,Otoño,C3391,Estándar,Sur,Colombia,Hogar,15,68,1020,729.45
688,2025-01-07,Verano,C6890,Económico,Centro,Chile,Ropa,19,22,418,282.52
689,2024-06-07,Invierno,C7646,Económico,Centro,Colombia,Ropa,6,48,288,215.76
690,2024-02-17,Verano,C5733,Económico,Norte,Perú,Ropa,14,66,924,555.56
691,2024-08-09,Invierno,C8897,Premium,Sur,Perú,Deportes,7,106,742,414.71
692,2024-12-31,Verano,C1149,Estándar,Centro,Perú,Ropa,14,87,1218,800.46
693,2024-02-05,Verano,C2563,Estándar,Centro,Colombia,Electrónica,12,57,684,422.5
694,2024-12-24,Verano,C5032,Económico,Sur,Chile,Deportes,30,68,2040,1147.58
695,2025-04-15,Otoño,C7565,Económico,Norte,Chile,Ropa,6,48,288,193.12
696,2024-10-12,Primavera,C9503,Estándar,Norte,Colombia,Electrónica,6,119,714,504.62
697,2024-04-21,Otoño,C9424,Económico,Norte,Chile,Electrónica,7,22,154,94.07
698,2025-11-12,Primavera,C1992,Premium,Norte,Perú,Ropa,17,166,2822,1657.84
699,2025-07-02,Invierno,C5829,Estándar,Norte,Perú,Electrónica,2,108,216,124.69
700,2024-05-12,Otoño,C4187,Premium,Centro,Perú,Ropa,16,122,1952,1115.17
701,2024-05-26,Otoño,C3118,Estándar,Norte,Colombia,Deportes,7,113,791,563.38
702,2025-06-28,Invierno,C5813,Premium,Sur,Perú,Ropa,6,106,636,399.24
703,2025-11-27,Primavera,C5321,Económico,Norte,Perú,Deportes,13,35,455,253.77
704,2024-09-18,Primavera,C6463,Económico,Centro,Colombia,Deportes,8,23,184,111.52
705,2024-09-15,Primavera,C7817,Premium,Centro,Chile,Electrónica,12,100,1200,870.77
706,2025-10-29,Primavera,C8221,Estándar,Sur,Perú,Electrónica,10,71,710,480.93
707,2025-02-10,Verano,C3902,Estándar,Norte,Colombia,Ropa,8,78,624,433.41
708,2024-01-27,Verano,C4086,Estándar,Sur,Chile,Ropa,17,89,1513,915.77
709,2024-12-29,Verano,C2082,Económico,Sur,Perú,Hogar,20,32,640,421.1
710,2024-02-09,Verano,C3110,Económico,Centro,Chile,Deportes,15,49,735,417.52
711,2025-01-20,Verano,C5862,Estándar,Centro,Chile,Deportes,27,108,2916,1947.62
712,2024-01-08,Verano,C3208,Económico,Sur,Perú,Ropa,20,29,580,321.71
713,2024-05-11,Otoño,C5730,Económico,Sur,Perú,Ropa,15,27,405,236.7
714,2024-05-17,Otoño,C4306,Económico,Norte,Chile,Deportes,10,31,310,209.89
715,2024-09-13,Primavera,C9980,Premium,Norte,Colombia,Hogar,15,166,2490,1806.18
716,2025-11-20,Primavera,C7832,Estándar,Sur,Chile,Electrónica,9,109,981,564.67
717,2024-05-14,Otoño,C8480,Estándar,Sur,Perú,Electrónica,16,80,1280,780.47
718,2025-01-17,Verano,C1631,Estándar,Centro,Perú,Electrónica,13,60,780,430.11
719,2025-08-13,Invierno,C9704,Premium,Sur,Chile,Electrónica,4,118,472,285.42
720,2024-03-05,Otoño,C8633,Estándar,Norte,Colombia,Ropa,9,99,891,514.84
721,2024-08-28,Invierno,C1968,Estándar,Centro,Perú,Deportes,9,114,1026,765.07
722,2025-02-04,Verano,C6736,Estándar,Centro,Chile,Electrónica,13,88,1144,636.56
723,2025-09-21,Primavera,C6608,Premium,Centro,Chile,Ropa,6,114,684,411.55
724,2025-06-26,Invierno,C7968,Económico,Norte,Perú,Ropa,7,44,308,228.96
725,2025-02-21,Verano,C1912,Estándar,Sur,Chile,Ropa,21,100,2100,1205.97
726,2024-10-07,Primavera,C9020,Estándar,Norte,Colombia,Ropa,17,75,1275,949.15
727,2024-02-07,Verano,C7318,Económico,Centro,Perú,Electrónica,18,54,972,673.15
728,2024-12-08,Verano,C4496,Estándar,Centro,Perú,Electrónica,13,90,1170,841.92
729,2024-04-05,Otoño,C4131,Premium,Sur,Colombia,Hogar,9,135,1215,817.47
730,2024-11-14,Primavera,C4407,Premium,Sur,Perú,Electrónica,6,198,1188,838.59
731,2025-03-14,Otoño,C7134,Premium,Sur,Perú,Electrónica,7,138,966,654.62
732,2025-12-17,Verano,C7428,Premium,Centro,Perú,Ropa,18,139,2502,1476.4
733,2024-11-08,Primavera,C4576,Estándar,Norte,Colombia,Ropa,12,93,1116,655.61
734,2024-08-21,Invierno,C9965,Económico,Centro,Chile,Electrónica,6,68,408,299.72
735,2025-05-13,Otoño,C4004,Premium,Sur,Perú,Ropa,14,112,1568,941.21
736,2024-11-09,Primavera,C9570,Estándar,Centro,Chile,Ropa,9,61,549,397.91
737,2025-09-24,Primavera,C3572,Premium,Norte,Chile,Deportes,16,176,2816,1592.53
738,2025-10-15,Primavera,C9711,Estándar,Sur,Colombia,Ropa,13,57,741,424.82
739,2025-07-09,Invierno,C3720,Premium,Norte,Chile,Deportes,1,137,137,92.03
740,2025-12-17,Verano,C5022,Premium,Sur,Chile,Hogar,28,111,3108,2324.35
741,2025-05-28,Otoño,C8543,Premium,Centro,Perú,Hogar,11,147,1617,995.92
742,2024-01-26,Verano,C2023,Premium,Centro,Colombia,Ropa,8,172,1376,906.12
743,2025-08-06,Invierno,C9987,Premium,Norte,Perú,Deportes,5,173,865,615.08
744,2024-12-24,Verano,C3523,Económico,Norte,Perú,Ropa,20,41,820,590.93
745,2025-10-29,Primavera,C8549,Premium,Sur,Chile,Ropa,15,111,1665,1217.22
746,2024-02-05,Verano,C8148,Estándar,Centro,Chile,Electrónica,22,71,1562,1060.2
747,2024-04-19,Otoño,C9951,Estándar,Centro,Chile,Hogar,12,101,1212,903.11
748,2024-04-25,Otoño,C8104,Estándar,Norte,Colombia,Electrónica,11,116,1276,716.24
749,2025-09-30,Primavera,C7593,Estándar,Norte,Chile,Deportes,14,76,1064,751.65
750,2024-11-10,Primavera,C3965,Estándar,Centro,Chile,Ropa,11,112,1232,885.7
751,2024-01-06,Verano,C7043,Económico,Sur,Perú,Deportes,26,66,1716,1231.26
752,2025-03-21,Otoño,C7667,Económico,Norte,Colombia,Ropa,13,49,637,460.44
753,2025-09-10,Primavera,C5970,Premium,Sur,Colombia,Hogar,15,125,1875,1198.17
754,2024-06-16,Invierno,C3047,Económico,Centro,Chile,Hogar,2,55,110,68.11
755,2025-05-06,Otoño,C1355,Estándar,Sur,Chile,Hogar,5,106,530,324.01
756,2025-09-25,Primavera,C8234,Premium,Sur,Perú,Deportes,6,134,804,482.49
757,2024-07-25,Invierno,C8185,Estándar,Norte,Colombia,Hogar,10,59,590,372.62
758,2024-07-12,Invierno,C6709,Económico,Centro,Perú,Hogar,7,28,196,139.12
759,2024-01-11,Verano,C1855,Premium,Sur,Perú,Hogar,22,195,4290,3009.61
760,2024-05-23,Otoño,C9131,Premium,Centro,Colombia,Hogar,13,198,2574,1700.09
761,2025-02-12,Verano,C4795,Estándar,Sur,Colombia,Ropa,19,91,1729,1101.03
762,2024-05-08,Otoño,C3558,Premium,Sur,Colombia,Ropa,14,195,2730,1697.94
763,2025-01-30,Verano,C9640,Estándar,Centro,Colombia,Ropa,13,85,1105,667.29
764,2024-04-27,Otoño,C5801,Estándar,Sur,Chile,Deportes,9,101,909,517.05
765,2025-08-14,Invierno,C1667,Premium,Norte,Colombia,Electrónica,5,159,795,460.36
766,2024-10-12,Primavera,C4327,Estándar,Sur,Perú,Ropa,12,96,1152,779.99
767,2024-12-20,Verano,C9543,Económico,Sur,Perú,Ropa,16,64,1024,717.44
768,2025-11-12,Primavera,C8529,Estándar,Sur,Chile,Electrónica,11,67,737,444.64
769,2025-09-14,Primavera,C4931,Económico,Centro,Colombia,Hogar,5,55,275,176.02
770,2024-10-17,Primavera,C7138,Económico,Centro,Colombia,Hogar,13,31,403,225.26
771,2025-09-09,Primavera,C1060,Económico,Norte,Chile,Ropa,13,63,819,598.75
772,2025-07-15,Invierno,C1786,Premium,Sur,Chile,Hogar,3,118,354,225.07
773,2025-08-30,Invierno,C7715,Premium,Centro,Perú,Deportes,5,146,730,476.01
774,2025-06-02,Invierno,C9096,Económico,Norte,Perú,Electrónica,4,52,208,149.77
775,2024-03-30,Otoño,C7276,Premium,Centro,Chile,Electrónica,8,133,1064,612.68
776,2024-10-03,Primavera,C8780,Estándar,Norte,Chile,Deportes,7,57,399,288.43
777,2025-04-03,Otoño,C8873,Económico,Sur,Perú,Hogar,6,26,156,106.32
778,2024-03-15,Otoño,C5966,Estándar,Sur,Perú,Deportes,5,64,320,223.62
779,2024-09-13,Primavera,C2270,Premium,Centro,Chile,Electrónica,8,147,1176,738.98
780,2024-09-27,Primavera,C1195,Premium,Sur,Colombia,Deportes,6,120,720,397.59
781,2025-04-09,Otoño,C3404,Estándar,Sur,Colombia,Deportes,15,83,1245,905.85
782,2024-09-08,Primavera,C2655,Económico,Sur,Perú,Hogar,12,56,672,491.35
783,2024-03-07,Otoño,C3084,Económico,Centro,Chile,Hogar,14,58,812,487.13
784,2024-05-27,Otoño,C5632,Estándar,Centro,Perú,Ropa,11,119,1309,960.46
785,2024-08-05,Invierno,C8998,Económico,Centro,Chile,Hogar,2,41,82,54.8
786,2025-01-26,Verano,C7943,Premium,Sur,Chile,Hogar,29,149,4321,2421.23
787,2025-05-20,Otoño,C2407,Premium,Sur,Colombia,Deportes,14,125,1750,1219.9
788,2024-01-01,Verano,C7897,Premium,Sur,Perú,Deportes,24,195,4680,2621.62
789,2025-07-15,Invierno,C8771,Estándar,Centro,Chile,Deportes,1,85,85,49.29
790,2024-03-26,Otoño,C8942,Estándar,Centro,Colombia,Hogar,8,89,712,415.5
791,2024-01-12,Verano,C6186,Premium,Centro,Chile,Deportes,32,116,3712,2316.29
792,2024-09-21,Primavera,C2496,Estándar,Centro,Colombia,Electrónica,16,109,1744,1294.9
793,2024-11-16,Primavera,C4590,Estándar,Norte,Perú,Deportes,7,86,602,359.89
794,2025-05-07,Otoño,C2147,Económico,Sur,Perú,Ropa,13,25,325,198.95
795,2025-02-04,Verano,C6118,Estándar,Norte,Perú,Hogar,20,76,1520,1134.56
796,2025-10-05,Primavera,C1942,Premium,Sur,Perú,Electrónica,5,104,520,342.28
797,2025-12-29,Verano,C4888,Económico,Centro,Perú,Electrónica,16,51,816,576.79
798,2025-03-06,Otoño,C3195,Económico,Centro,Chile,Deportes,6,27,162,107.86
799,2025-09-24,Primavera,C5132,Premium,Sur,Colombia,Hogar,10,173,1730,1205.28
800,2024-10-24,Primavera,C9667,Económico,Sur,Perú,Electrónica,9,27,243,155.08
801,2025-10-12,Primavera,C4411,Económico,Centro,Chile,Ropa,7,45,315,234.59
802,2025-05-23,Otoño,C6746,Estándar,Centro,Colombia,Ropa,12,106,1272,885.92
803,2025-11-06,Primavera,C5605,Económico,Sur,Colombia,Electrónica,17,30,510,297.54
804,2024-02-19,Verano,C2030,Estándar,Sur,Perú,Ropa,12,112,1344,936.41
805,2025-06-27,Invierno,C5509,Estándar,Sur,Perú,Hogar,9,110,990,643.23
806,2024-10-02,Primavera,C2616,Estándar,Sur,Perú,Deportes,5,81,405,280.67
807,2025-08-06,Invierno,C9902,Estándar,Centro,Perú,Ropa,3,86,258,166.61
808,2025-12-09,Verano,C4781,Económico,Sur,Colombia,Ropa,19,60,1140,837.14
809,2025-03-05,Otoño,C1850,Estándar,Sur,Chile,Hogar,5,94,470,264.49
810,2025-01-09,Verano,C3356,Estándar,Norte,Colombia,Hogar,11,57,627,441.39
811,2025-01-05,Verano,C1349,Estándar,Norte,Perú,Ropa,23,76,1748,1211.51
812,2024-01-05,Verano,C6226,Estándar,Centro,Colombia,Electrónica,11,90,990,674.81
813,2025-11-18,Primavera,C8405,Estándar,Norte,Colombia,Electrónica,14,64,896,578.59
814,2024-04-11,Otoño,C9727,Estándar,Norte,Colombia,Hogar,13,85,1105,781.15
815,2025-05-31,Otoño,C9835,Estándar,Norte,Perú,Electrónica,10,111,1110,827.44
816,2024-11-29,Primavera,C6034,Premium,Norte,Colombia,Deportes,7,190,1330,790.11
817,2024-11-19,Primavera,C9650,Estándar,Centro,Chile,Deportes,12,91,1092,739.86
818,2025-04-27,Otoño,C3386,Económico,Sur,Chile,Ropa,14,47,658,394.05
819,2025-05-15,Otoño,C8526,Estándar,Centro,Colombia,Ropa,17,100,1700,1095.92
820,2025-02-06,Verano,C6643,Estándar,Sur,Colombia,Deportes,18,95,1710,1165.78
821,2025-07-27,Invierno,C4837,Premium,Centro,Perú,Hogar,8,199,1592,968.8
822,2025-05-14,Otoño,C5622,Económico,Sur,Chile,Ropa,6,42,252,168.42
823,2024-07-16,Invierno,C1861,Económico,Norte,Perú,Hogar,8,43,344,229.79
824,2024-11-07,Primavera,C5159,Estándar,Centro,Colombia,Electrónica,16,58,928,663.73
825,2025-04-22,Otoño,C1610,Estándar,Norte,Perú,Deportes,12,50,600,334.72
826,2025-05-24,Otoño,C6747,Premium,Norte,Colombia,Electrónica,11,190,2090,1389.52
827,2025-06-01,Invierno,C9842,Estándar,Centro,Perú,Deportes,6,103,618,457.29
828,2024-06-15,Invierno,C7048,Económico,Centro,Colombia,Deportes,5,50,250,145.06
829,2025-05-23,Otoño,C5471,Económico,Centro,Chile,Electrónica,17,22,374,221.12
830,2024-09-14,Primavera,C8248,Premium,Sur,Perú,Ropa,8,175,1400,942.8
831,2025-09-30,Primavera,C2662,Económico,Centro,Perú,Deportes,11,46,506,372.46
832,2024-08-16,Invierno,C6355,Estándar,Centro,Perú,Hogar,2,96,192,138.77
833,2024-09-29,Primavera,C8591,Estándar,Sur,Colombia,Ropa,13,62,806,505.23
834,2024-06-27,Invierno,C7297,Estándar,Norte,Perú,Electrónica,4,84,336,227.85
835,2024-03-22,Otoño,C2960,Premium,Norte,Perú,Deportes,7,103,721,436.52
836,2024-02-14,Verano,C7576,Estándar,Norte,Perú,Ropa,22,104,2288,1344.97
837,2024-04-19,Otoño,C9973,Económico,Sur,Perú,Ropa,14,29,406,285.29
838,2024-05-03,Otoño,C7753,Económico,Norte,Perú,Deportes,7,34,238,158.34
839,2025-02-23,Verano,C7843,Premium,Sur,Colombia,Electrónica,11,191,2101,1443.58
840,2024-12-28,Verano,C4935,Estándar,Norte,Colombia,Ropa,9,88,792,466.02
841,2025-06-25,Invierno,C5803,Premium,Sur,Chile,Electrónica,6,156,936,698.39
842,2025-12-30,Verano,C3142,Premium,Centro,Chile,Electrónica,23,143,3289,1908.92
843,2024-07-06,Invierno,C4727,Estándar,Norte,Chile,Hogar,4,114,456,287.5
844,2025-12-29,Verano,C3293,Premium,Centro,Colombia,Ropa,13,110,1430,882.84
845,2025-03-10,Otoño,C6608,Premium,Sur,Perú,Electrónica,13,166,2158,1322.92
846,2024-02-11,Verano,C8532,Premium,Sur,Perú,Electrónica,12,117,1404,911.23
847,2025-03-17,Otoño,C2337,Económico,Sur,Perú,Deportes,16,35,560,322.56
848,2024-12-02,Verano,C5119,Premium,Sur,Perú,Deportes,16,118,1888,1292.11
849,2024-09-04,Primavera,C3856,Estándar,Centro,Perú,Hogar,9,54,486,273.92
850,2024-03-28,Otoño,C2080,Estándar,Centro,Chile,Electrónica,13,114,1482,889.12
851,2025-12-28,Verano,C4028,Económico,Sur,Chile,Hogar,28,59,1652,1223.05
852,2025-03-27,Otoño,C5824,Premium,Norte,Perú,Ropa,17,142,2414,1782.64
853,2025-04-05,Otoño,C3329,Premium,Sur,Colombia,Deportes,11,191,2101,1454.82
854,2025-07-27,Invierno,C8091,Estándar,Sur,Perú,Deportes,6,93,558,318.61
855,2025-10-23,Primavera,C9605,Premium,Sur,Colombia,Deportes,8,188,1504,999.36
856,2025-06-15,Invierno,C4924,Estándar,Centro,Chile,Ropa,5,64,320,213.42
857,2024-09-09,Primavera,C5824,Económico,Centro,Perú,Ropa,15,39,585,347.36
858,2024-06-27,Invierno,C6824,Estándar,Norte,Chile,Electrónica,1,93,93,69.03
859,2025-11-28,Primavera,C1005,Estándar,Centro,Perú,Electrónica,16,102,1632,956.15
860,2024-01-23,Verano,C1873,Premium,Norte,Colombia,Ropa,10,192,1920,1435.59
861,2025-05-15,Otoño,C8257,Estándar,Sur,Chile,Hogar,13,119,1547,1078.39
862,2024-09-18,Primavera,C1859,Premium,Sur,Perú,Electrónica,6,191,1146,650.06
863,2024-01-26,Verano,C2428,Estándar,Centro,Chile,Deportes,19,53,1007,583.98
864,2024-08-16,Invierno,C9285,Estándar,Centro,Colombia,Ropa,4,116,464,339.41
865,2025-10-10,Primavera,C5726,Premium,Centro,Chile,Electrónica,16,189,3024,1857.89
866,2025-07-07,Invierno,C8300,Premium,Norte,Colombia,Ropa,4,186,744,431.16
867,2024-08-13,Invierno,C2561,Económico,Norte,Colombia,Hogar,7,52,364,217.11
868,2024-07-15,Invierno,C2646,Premium,Norte,Perú,Deportes,7,104,728,413.99
869,2025-10-04,Primavera,C3684,Estándar,Centro,Perú,Hogar,8,112,896,602.51
870,2025-04-13,Otoño,C1373,Premium,Sur,Chile,Ropa,17,161,2737,1664.25
871,2024-09-24,Primavera,C8149,Estándar,Sur,Chile,Ropa,5,89,445,277.6
872,2024-09-20,Primavera,C4971,Premium,Sur,Chile,Hogar,11,124,1364,920.34
873,2025-07-30,Invierno,C8850,Premium,Sur,Chile,Deportes,1,128,128,77.99
874,2024-10-20,Primavera,C9208,Estándar,Centro,Colombia,Deportes,14,108,1512,1004.77
875,2025-02-11,Verano,C2218,Estándar,Centro,Perú,Ropa,23,57,1311,773.85
876,2025-09-21,Primavera,C7123,Estándar,Sur,Perú,Ropa,13,88,1144,804.47
877,2024-07-09,Invierno,C9992,Premium,Norte,Chile,Electrónica,2,136,272,172.46
878,2024-08-07,Invierno,C2875,Estándar,Norte,Perú,Hogar,6,113,678,421.27
879,2024-03-10,Otoño,C5563,Estándar,Centro,Colombia,Electrónica,16,83,1328,984.73
880,2025-12-25,Verano,C2752,Estándar,Sur,Chile,Deportes,15,70,1050,772.34
881,2024-04-10,Otoño,C3953,Estándar,Centro,Colombia,Hogar,17,109,1853,1258.71
882,2025-12-05,Verano,C7571,Premium,Norte,Perú,Electrónica,18,116,2088,1513.39
883,2025-11-26,Primavera,C6124,Estándar,Norte,Chile,Deportes,8,74,592,360.49
884,2025-02-22,Verano,C6315,Estándar,Norte,Perú,Electrónica,16,51,816,538.67
885,2024-02-10,Verano,C3951,Estándar,Sur,Chile,Ropa,14,53,742,427.54
886,2024-04-22,Otoño,C1686,Económico,Norte,Colombia,Electrónica,6,28,168,95.9
887,2025-10-20,Primavera,C2098,Estándar,Sur,Chile,Electrónica,7,93,651,484.18
888,2024-11-21,Primavera,C1698,Estándar,Sur,Chile,Hogar,11,104,1144,691.22
889,2024-09-01,Primavera,C7180,Estándar,Centro,Perú,Ropa,5,86,430,252.83
890,2024-02-08,Verano,C5245,Premium,Centro,Perú,Deportes,13,161,2093,1296.11
891,2024-06-26,Invierno,C4714,Estándar,Norte,Perú,Hogar,7,102,714,460.07
892,2025-08-20,Invierno,C7019,Estándar,Centro,Colombia,Hogar,4,85,340,249.54
893,2025-04-26,Otoño,C2729,Estándar,Norte,Perú,Electrónica,13,54,702,513.71
894,2025-05-24,Otoño,C2820,Estándar,Sur,Perú,Hogar,10,115,1150,677.82
895,2024-05-27,Otoño,C9091,Económico,Sur,Perú,Hogar,12,27,324,194.94
896,2025-08-14,Invierno,C7511,Premium,Sur,Perú,Electrónica,4,198,792,515.86
897,2024-08-22,Invierno,C7894,Estándar,Norte,Perú,Hogar,3,75,225,124.1
898,2025-06-03,Invierno,C1399,Estándar,Sur,Chile,Deportes,1,102,102,73.33
899,2025-10-06,Primavera,C5311,Estándar,Sur,Perú,Deportes,14,107,1498,1114.34
900,2025-09-11,Primavera,C6371,Económico,Norte,Colombia,Ropa,10,58,580,403.07
901,2024-07-30,Invierno,C6705,Estándar,Norte,Colombia,Deportes,10,93,930,596.02
902,2024-04-15,Otoño,C4689,Estándar,Sur,Chile,Deportes,9,58,522,304.21
903,2024-07-02,Invierno,C3842,Económico,Sur,Chile,Hogar,5,55,275,158.69
904,2024-01-01,Verano,C8532,Premium,Centro,Chile,Electrónica,20,127,2540,1407.31
905,2025-11-19,Primavera,C8215,Estándar,Centro,Chile,Electrónica,10,94,940,603.22
906,2025-04-25,Otoño,C1096,Económico,Sur,Perú,Deportes,14,65,910,526.88
907,2025-08-14,Invierno,C5748,Económico,Sur,Chile,Electrónica,6,58,348,257.05
908,2024-10-17,Primavera,C5246,Económico,Centro,Colombia,Deportes,13,24,312,202.74
909,2025-08-17,Invierno,C4259,Económico,Centro,Perú,Deportes,8,52,416,283.61
910,2025-02-27,Verano,C1996,Estándar,Sur,Chile,Ropa,25,97,2425,1588.18
911,2024-03-06,Otoño,C7903,Estándar,Centro,Colombia,Electrónica,11,65,715,397.09
912,2025-12-15,Verano,C5420,Premium,Norte,Perú,Deportes,13,105,1365,833.18
913,2025-08-30,Invierno,C8723,Económico,Norte,Colombia,Deportes,8,44,352,209.48
914,2024-12-23,Verano,C2983,Económico,Sur,Colombia,Hogar,12,28,336,218.32
915,2024-09-22,Primavera,C2781,Estándar,Sur,Perú,Electrónica,12,84,1008,641.5
916,2025-05-17,Otoño,C3677,Premium,Sur,Chile,Hogar,12,120,1440,857.68
917,2025-01-10,Verano,C2391,Premium,Centro,Perú,Deportes,13,183,2379,1624.62
918,2024-02-14,Verano,C5458,Premium,Centro,Perú,Electrónica,20,136,2720,1857.56
919,2024-05-02,Otoño,C3827,Premium,Centro,Chile,Ropa,17,148,2516,1795.1
920,2024-05-12,Otoño,C6138,Económico,Sur,Colombia,Hogar,5,29,145,97.28
921,2025-07-30,Invierno,C3916,Estándar,Sur,Colombia,Ropa,9,87,783,576.64
922,2024-02-01,Verano,C4942,Económico,Sur,Chile,Deportes,34,45,1530,871.63
923,2024-08-12,Invierno,C3913,Estándar,Sur,Perú,Electrónica,9,57,513,286.28
924,2024-01-22,Verano,C2134,Estándar,Norte,Chile,Electrónica,29,64,1856,1074.49
925,2025-06-07,Invierno,C5987,Estándar,Centro,Chile,Electrónica,1,116,116,81.82
926,2025-09-04,Primavera,C7331,Estándar,Centro,Chile,Deportes,9,64,576,408.29
927,2024-11-30,Primavera,C8451,Premium,Centro,Perú,Ropa,8,141,1128,745.89
928,2024-07-29,Invierno,C2460,Premium,Norte,Colombia,Ropa,5,175,875,584.73
929,2024-01-11,Verano,C3214,Premium,Norte,Chile,Deportes,30,188,5640,3754.51
930,2025-10-05,Primavera,C3389,Económico,Sur,Colombia,Deportes,17,44,748,512.57
931,2024-05-29,Otoño,C3730,Económico,Norte,Chile,Hogar,12,25,300,212.12
932,2025-03-05,Otoño,C3195,Estándar,Norte,Chile,Deportes,14,54,756,420.83
933,2025-08-13,Invierno,C5156,Estándar,Norte,Colombia,Ropa,6,94,564,403.15
934,2024-04-11,Otoño,C5198,Estándar,Sur,Chile,Electrónica,8,101,808,460.49
935,2025-04-23,Otoño,C8105,Premium,Norte,Perú,Electrónica,10,153,1530,920.2
936,2025-12-02,Verano,C8529,Premium,Centro,Colombia,Ropa,19,176,3344,1997.15
937,2025-09-22,Primavera,C5400,Económico,Sur,Chile,Deportes,10,67,670,412.23
938,2025-06-07,Invierno,C5647,Estándar,Norte,Colombia,Hogar,6,100,600,415.05
939,2024-06-21,Invierno,C6589,Premium,Centro,Perú,Deportes,4,139,556,381.19
940,2025-09-11,Primavera,C5626,Estándar,Centro,Colombia,Hogar,10,107,1070,598.74
941,2024-10-01,Primavera,C6038,Económico,Centro,Chile,Deportes,8,60,480,331.04
942,2024-08-19,Invierno,C6737,Estándar,Sur,Perú,Hogar,2,117,234,138.57
943,2024-02-25,Verano,C6438,Estándar,Sur,Colombia,Electrónica,8,53,424,262.49
944,2024-05-20,Otoño,C4864,Premium,Centro,Chile,Electrónica,11,185,2035,1507.97
